2026-01-26 00:45:08,856 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769388308249', 'order_id': '710466061006275100'}
2026-01-26 00:45:09,428 | INFO | OPEN cmt_solusdt TF=5m size=7.8 order_id=710466061006275100 candle_idx=14
2026-01-26 00:45:12,619 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-26 00:46:12,742 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-26 00:47:12,865 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-26 00:48:13,043 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-26 00:49:13,192 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-26 00:50:13,295 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.36% | held_candles=1
2026-01-26 00:51:13,434 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.36% | held_candles=1
2026-01-26 00:52:13,511 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.36% | held_candles=1
2026-01-26 00:53:13,630 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.36% | held_candles=1
2026-01-26 00:54:13,776 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.36% | held_candles=1
2026-01-26 00:55:13,862 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.64% | held_candles=2
2026-01-26 00:56:13,960 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.64% | held_candles=2
2026-01-26 00:57:14,148 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.64% | held_candles=2
2026-01-26 00:58:14,260 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.64% | held_candles=2
2026-01-26 00:59:14,476 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.64% | held_candles=2
2026-01-26 01:00:14,665 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.61% | held_candles=3
2026-01-26 01:01:14,840 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.61% | held_candles=3
2026-01-26 01:02:14,982 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.61% | held_candles=3
2026-01-26 01:03:15,127 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.61% | held_candles=3
2026-01-26 01:04:15,249 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.61% | held_candles=3
2026-01-26 01:05:15,393 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.3% | held_candles=4
2026-01-26 01:06:15,533 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.3% | held_candles=4
2026-01-26 01:07:15,643 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.3% | held_candles=4
2026-01-26 01:08:15,792 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.3% | held_candles=4
2026-01-26 01:09:15,948 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.3% | held_candles=4
2026-01-26 01:10:16,047 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.76% | held_candles=5
2026-01-26 01:11:16,220 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.76% | held_candles=5
2026-01-26 01:12:16,367 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.76% | held_candles=5
2026-01-26 01:13:16,536 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.76% | held_candles=5
2026-01-26 01:14:16,689 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.76% | held_candles=5
2026-01-26 01:15:16,826 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.83% | held_candles=6
