2026-01-27 20:33:07,754 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769545987165', 'order_id': '711127414259843612'}
2026-01-27 20:34:04,496 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.05% | held_candles=0
2026-01-27 20:35:04,601 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.13% | held_candles=1
2026-01-27 20:36:04,765 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.04% | held_candles=1
2026-01-27 20:37:04,912 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.02% | held_candles=1
2026-01-27 20:38:05,033 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.08% | held_candles=1
2026-01-27 20:39:05,164 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.09% | held_candles=1
2026-01-27 20:40:05,294 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.17% | held_candles=2
2026-01-27 20:41:05,328 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.12% | held_candles=2
2026-01-27 20:42:05,493 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.16% | held_candles=2
2026-01-27 20:43:05,649 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.22% | held_candles=2
2026-01-27 20:44:05,761 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.16% | held_candles=2
2026-01-27 20:45:05,864 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.14% | held_candles=3
2026-01-27 20:46:05,992 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.02% | held_candles=3
2026-01-27 20:47:06,103 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.16% | held_candles=3
2026-01-27 20:48:06,182 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.18% | held_candles=3
2026-01-27 20:49:06,291 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.43% | held_candles=3
2026-01-27 20:50:06,384 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.28% | held_candles=4
2026-01-27 20:51:06,563 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.24% | held_candles=4
2026-01-27 20:52:06,704 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.29% | held_candles=4
2026-01-27 20:53:06,820 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.15% | held_candles=4
2026-01-27 20:54:06,946 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.28% | held_candles=4
2026-01-27 20:55:07,082 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.26% | held_candles=5
2026-01-27 20:56:07,260 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.17% | held_candles=5
2026-01-27 20:57:07,401 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.21% | held_candles=5
2026-01-27 20:58:07,543 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.2% | held_candles=5
2026-01-27 20:59:07,666 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.22% | held_candles=5
2026-01-27 21:00:07,800 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.35% | held_candles=6
2026-01-27 21:01:07,899 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.24% | held_candles=6
2026-01-27 21:02:08,031 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.24% | held_candles=6
2026-01-27 21:03:08,180 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.39% | held_candles=6
2026-01-27 21:04:08,342 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.34% | held_candles=6
2026-01-27 21:05:08,501 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.39% | held_candles=7
2026-01-27 21:06:08,666 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.61% | held_candles=7
2026-01-27 21:07:08,842 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.66% | held_candles=7
2026-01-27 21:08:08,967 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.61% | held_candles=7
2026-01-27 21:09:09,106 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.54% | held_candles=7
2026-01-27 21:10:09,213 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.6% | held_candles=8
2026-01-27 21:11:09,324 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.69% | held_candles=8
2026-01-27 21:12:09,503 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.67% | held_candles=8
2026-01-27 21:13:09,616 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.69% | held_candles=8
2026-01-27 21:14:09,742 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.61% | held_candles=8
2026-01-27 21:15:09,844 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.65% | held_candles=9
2026-01-27 21:16:09,959 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.71% | held_candles=9
2026-01-27 21:17:10,125 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.66% | held_candles=9
2026-01-27 21:18:10,243 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.54% | held_candles=9
2026-01-27 21:19:10,382 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.51% | held_candles=9
2026-01-27 21:20:10,471 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.42% | held_candles=10
2026-01-27 21:21:10,616 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.54% | held_candles=10
2026-01-27 21:22:10,752 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.4% | held_candles=10
2026-01-27 21:23:10,881 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.43% | held_candles=10
2026-01-27 21:24:11,003 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.45% | held_candles=10
2026-01-27 21:25:11,160 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.41% | held_candles=11
2026-01-27 21:26:11,309 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.35% | held_candles=11
2026-01-27 21:27:11,429 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.42% | held_candles=11
2026-01-27 21:28:11,541 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.43% | held_candles=11
2026-01-27 21:29:11,704 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.36% | held_candles=11
2026-01-27 21:30:11,772 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.31% | held_candles=12
2026-01-27 21:31:11,873 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.38% | held_candles=12
2026-01-27 21:32:12,044 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.25% | held_candles=12
2026-01-27 21:33:12,157 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.22% | held_candles=12
2026-01-27 21:34:12,272 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.19% | held_candles=12
2026-01-27 21:35:12,383 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.29% | held_candles=13
2026-01-27 21:36:12,476 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.28% | held_candles=13
2026-01-27 21:37:12,619 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.22% | held_candles=13
2026-01-27 21:38:12,773 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.28% | held_candles=13
2026-01-27 21:39:12,907 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.22% | held_candles=13
2026-01-27 21:40:12,954 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.15% | held_candles=14
2026-01-27 21:41:13,119 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.24% | held_candles=14
2026-01-27 21:42:13,273 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.13% | held_candles=14
2026-01-27 21:43:13,408 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.17% | held_candles=14
2026-01-27 21:44:13,555 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.17% | held_candles=14
2026-01-27 21:45:13,670 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.19% | held_candles=15
