2026-01-29 05:56:07,857 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769666167265', 'order_id': '711631486175937052'}
2026-01-29 05:56:36,159 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-29 05:57:36,343 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-29 05:58:36,436 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.07% | held_candles=0
2026-01-29 05:59:36,571 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.02% | held_candles=0
2026-01-29 06:00:00,256 | INFO | [ENTRY_EXPIRED_TIMER] cmt_dogeusdt
2026-01-29 06:00:36,742 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-29 06:01:36,846 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.01% | held_candles=1
2026-01-29 06:02:36,990 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.06% | held_candles=1
2026-01-29 06:03:37,139 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.08% | held_candles=1
2026-01-29 06:04:37,280 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.04% | held_candles=1
2026-01-29 06:05:37,450 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.06% | held_candles=2
2026-01-29 06:06:37,592 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.07% | held_candles=2
2026-01-29 06:07:37,774 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.09% | held_candles=2
2026-01-29 06:08:37,961 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.04% | held_candles=2
2026-01-29 06:09:38,118 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.01% | held_candles=2
2026-01-29 06:10:38,338 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.02% | held_candles=3
2026-01-29 06:11:38,493 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.01% | held_candles=3
2026-01-29 06:12:38,683 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.03% | held_candles=3
2026-01-29 06:13:38,873 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.08% | held_candles=3
2026-01-29 06:14:39,005 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.09% | held_candles=3
2026-01-29 06:15:39,165 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.02% | held_candles=4
2026-01-29 06:16:39,362 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.14% | held_candles=4
2026-01-29 06:17:39,523 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.13% | held_candles=4
2026-01-29 06:18:39,668 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.1% | held_candles=4
2026-01-29 06:19:39,862 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.09% | held_candles=4
