2026-02-01 23:21:01,224 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769988060656', 'order_id': '712981604850467356'}
2026-02-01 23:21:09,372 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-02-01 23:22:09,508 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.26% | held_candles=0
2026-02-01 23:23:09,662 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.25% | held_candles=0
2026-02-01 23:24:09,841 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.0% | held_candles=0
2026-02-01 23:25:00,256 | INFO | [ENTRY_EXPIRED_TIMER] cmt_dogeusdt
2026-02-01 23:25:10,040 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.82% | held_candles=1
2026-02-01 23:26:10,235 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.66% | held_candles=1
2026-02-01 23:27:10,470 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.33% | held_candles=1
2026-02-01 23:28:10,610 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.36% | held_candles=1
2026-02-01 23:29:10,732 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.29% | held_candles=1
2026-02-01 23:30:10,876 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.45% | held_candles=2
2026-02-01 23:31:11,023 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.2% | held_candles=2
2026-02-01 23:32:11,242 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.34% | held_candles=2
2026-02-01 23:33:11,461 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.59% | held_candles=2
2026-02-01 23:34:11,599 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.09% | held_candles=2
2026-02-01 23:35:11,791 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.31% | held_candles=3
2026-02-01 23:36:11,955 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.35% | held_candles=3
2026-02-01 23:37:12,134 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.7% | held_candles=3
2026-02-01 23:38:12,327 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.61% | held_candles=3
2026-02-01 23:39:12,495 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.53% | held_candles=3
2026-02-01 23:40:12,617 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.56% | held_candles=4
2026-02-01 23:41:12,824 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.47% | held_candles=4
2026-02-01 23:42:13,031 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.47% | held_candles=4
2026-02-01 23:43:13,190 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.44% | held_candles=4
2026-02-01 23:44:13,346 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.57% | held_candles=4
2026-02-01 23:45:13,498 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.47% | held_candles=5
2026-02-01 23:46:13,715 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.32% | held_candles=5
2026-02-01 23:47:13,937 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.28% | held_candles=5
2026-02-01 23:48:14,140 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.07% | held_candles=5
2026-02-01 23:49:14,298 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.75% | held_candles=5
2026-02-01 23:50:14,423 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.81% | held_candles=6
2026-02-01 23:51:14,619 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.8% | held_candles=6
2026-02-01 23:52:14,816 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.63% | held_candles=6
2026-02-01 23:53:15,009 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.74% | held_candles=6
2026-02-01 23:54:15,192 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.04% | held_candles=6
2026-02-01 23:55:15,394 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.57% | held_candles=7
2026-02-01 23:56:15,595 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.79% | held_candles=7
2026-02-01 23:57:15,786 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.85% | held_candles=7
2026-02-01 23:58:15,904 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.96% | held_candles=7
2026-02-01 23:59:16,094 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.7% | held_candles=7
2026-02-02 00:00:16,261 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.69% | held_candles=8
2026-02-02 00:01:16,478 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.84% | held_candles=8
2026-02-02 00:02:16,669 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.32% | held_candles=8
2026-02-02 00:03:16,802 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.28% | held_candles=8
2026-02-02 00:04:16,981 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.58% | held_candles=8
2026-02-02 00:05:17,143 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.15% | held_candles=9
2026-02-02 00:06:17,275 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.2% | held_candles=9
2026-02-02 00:07:17,453 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.78% | held_candles=9
2026-02-02 00:08:17,586 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.66% | held_candles=9
2026-02-02 00:09:17,688 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.03% | held_candles=9
2026-02-02 00:10:17,807 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.1% | held_candles=10
2026-02-02 00:11:17,985 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.21% | held_candles=10
2026-02-02 00:12:18,170 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.29% | held_candles=10
2026-02-02 00:13:18,357 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.27% | held_candles=10
2026-02-02 00:14:18,558 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.53% | held_candles=10
2026-02-02 00:15:18,695 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.04% | held_candles=11
2026-02-02 00:16:18,905 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.3% | held_candles=11
2026-02-02 00:17:19,105 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.86% | held_candles=11
2026-02-02 00:18:19,324 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.9% | held_candles=11
2026-02-02 00:19:19,517 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.44% | held_candles=11
2026-02-02 00:20:19,682 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.84% | held_candles=12
2026-02-02 00:21:19,876 | INFO | [FLOAT-5m] cmt_solusdt | pnl=2.91% | held_candles=12
2026-02-02 00:22:20,046 | INFO | [FLOAT-5m] cmt_solusdt | pnl=3.02% | held_candles=12
2026-02-02 00:23:20,239 | INFO | [FLOAT-5m] cmt_solusdt | pnl=3.44% | held_candles=12
2026-02-02 00:24:20,442 | INFO | [FLOAT-5m] cmt_solusdt | pnl=3.07% | held_candles=12
2026-02-02 00:25:20,655 | INFO | [FLOAT-5m] cmt_solusdt | pnl=3.22% | held_candles=13
