2026-01-26 23:45:04,929 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769471104352', 'order_id': '710813333002912284'}
2026-01-26 23:45:05,457 | INFO | OPEN cmt_solusdt TF=5m size=7.7 order_id=710813333002912284 candle_idx=73
2026-01-26 23:45:33,184 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-26 23:46:33,337 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-26 23:47:33,471 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-26 23:48:33,601 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-26 23:49:33,696 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-26 23:50:33,837 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.13% | held_candles=1
2026-01-26 23:51:34,015 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.13% | held_candles=1
2026-01-26 23:52:34,149 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.13% | held_candles=1
2026-01-26 23:53:34,317 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.13% | held_candles=1
2026-01-26 23:54:34,453 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.13% | held_candles=1
2026-01-26 23:55:34,630 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.21% | held_candles=2
2026-01-26 23:56:34,752 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.21% | held_candles=2
2026-01-26 23:57:34,893 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.21% | held_candles=2
2026-01-26 23:58:35,033 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.21% | held_candles=2
2026-01-26 23:59:35,145 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.21% | held_candles=2
2026-01-27 00:00:35,232 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.21% | held_candles=3
2026-01-27 00:01:35,393 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.21% | held_candles=3
2026-01-27 00:02:35,560 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.21% | held_candles=3
2026-01-27 00:03:35,673 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.21% | held_candles=3
2026-01-27 00:04:35,834 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.21% | held_candles=3
2026-01-27 00:05:35,954 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.26% | held_candles=4
2026-01-27 00:06:36,123 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.26% | held_candles=4
2026-01-27 00:07:36,232 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.26% | held_candles=4
2026-01-27 00:08:36,348 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.26% | held_candles=4
2026-01-27 00:09:36,521 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.26% | held_candles=4
2026-01-27 00:10:01,562 | INFO | CLOSE LONG RESPONSE -> {'client_oid': '1769472600989', 'order_id': '710819610269581852'}
