2026-01-31 08:18:06,972 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769847486315', 'order_id': '712391993438765596'}
2026-01-31 08:18:52,765 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=0
2026-01-31 08:19:52,921 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.1% | held_candles=0
2026-01-31 08:20:53,061 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.08% | held_candles=1
2026-01-31 08:21:53,228 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.19% | held_candles=1
2026-01-31 08:22:53,351 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.19% | held_candles=1
2026-01-31 08:23:53,483 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.13% | held_candles=1
2026-01-31 08:24:53,670 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.24% | held_candles=1
2026-01-31 08:25:53,789 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.14% | held_candles=2
2026-01-31 08:26:53,869 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.12% | held_candles=2
2026-01-31 08:27:54,074 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.12% | held_candles=2
2026-01-31 08:28:54,213 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.04% | held_candles=2
2026-01-31 08:29:54,268 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.01% | held_candles=2
2026-01-31 08:30:54,329 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.01% | held_candles=3
2026-01-31 08:31:54,404 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.16% | held_candles=3
2026-01-31 08:32:54,566 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.21% | held_candles=3
2026-01-31 08:33:54,722 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.12% | held_candles=3
2026-01-31 08:34:01,415 | INFO | CLOSE LONG RESPONSE -> {'client_oid': '1769848440855', 'order_id': '712395996960653852'}
