2026-01-23 00:20:30,711 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769127630317', 'order_id': '709372697812927004'}
2026-01-23 00:20:31,089 | INFO | OPEN cmt_dogeusdt TF=5m size=7700.0 order_id=709372697812927004
2026-01-23 00:20:31,091 | ERROR | WS ERROR -> ping/pong timed out
2026-01-23 00:20:31,091 | ERROR | ping/pong timed out - goodbye
2026-01-23 00:20:31,166 | WARNING | WS CLOSED -> reconnecting...
2026-01-23 00:20:31,994 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:33,014 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:34,034 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:34,772 | INFO | Websocket connected
2026-01-23 00:20:34,773 | INFO | WS CONNECTED
2026-01-23 00:20:35,052 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:36,070 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:37,089 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:38,110 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:39,128 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:40,146 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:41,166 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:42,185 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:43,203 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:44,213 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:45,225 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:46,243 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:47,261 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:48,280 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:49,299 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:50,317 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:51,338 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:52,346 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:53,367 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:54,387 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:55,406 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:56,424 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:57,442 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:58,461 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:20:59,479 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:00,500 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:01,519 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:02,538 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:03,558 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:04,578 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:05,597 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:06,601 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0%
2026-01-23 00:21:06,617 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:07,636 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:08,656 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:09,674 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:10,693 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:11,713 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:12,732 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:13,750 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:14,769 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:15,786 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:16,805 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:17,824 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:18,842 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:19,861 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:20,879 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:21,898 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:22,917 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:23,935 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:24,953 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:25,973 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:26,992 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:28,009 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:29,027 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:30,046 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:31,064 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:32,082 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:33,100 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:34,119 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:35,139 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:36,160 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:37,179 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:38,198 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:39,217 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:40,236 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:41,254 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:42,275 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:43,293 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:44,312 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:45,330 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:46,350 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:47,369 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:48,392 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:49,411 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:50,431 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:51,450 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:52,458 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:53,477 | INFO | [HOLD LOCK] 0/1 candle
2026-01-23 00:21:54,498 | INFO | [HOLD LOCK] 0/1 candle
