2026-01-22 23:05:13,918 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769123108041', 'order_id': '709353752791876124'}
2026-01-22 23:05:19,647 | INFO | OPEN cmt_dogeusdt TF=5m size=7700.0 order_id=709353752791876124
2026-01-22 23:05:20,530 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:21,548 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:22,565 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:23,583 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:24,602 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:25,620 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:26,639 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:27,657 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:28,675 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:29,693 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:30,712 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:31,731 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:32,749 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:33,767 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:34,785 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:35,802 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:36,822 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:37,841 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:38,859 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:39,878 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:40,896 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:41,915 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:42,932 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:43,950 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:44,969 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:45,987 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:47,005 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:48,023 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:49,043 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:50,062 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:51,080 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:52,100 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:53,118 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:54,136 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:55,156 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:56,166 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:57,183 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:58,201 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:05:59,205 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0%
2026-01-22 23:05:59,220 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:00,239 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:01,257 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:02,276 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:03,294 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:04,312 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:05,330 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:06,349 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:07,367 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:08,387 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:09,404 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:10,422 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:11,443 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:12,461 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:13,484 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:14,502 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:15,520 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:16,538 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:17,558 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:18,577 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:19,597 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:20,615 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:21,632 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:22,652 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:23,671 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:24,688 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:25,708 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:26,726 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:27,745 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:28,764 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:29,783 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:30,801 | INFO | [HOLD LOCK] 1/1 candle
2026-01-22 23:06:31,820 | INFO | [HOLD LOCK] 1/1 candle
