2026-01-26 14:40:09,906 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769438409344', 'order_id': '710676200132968988'}
2026-01-26 14:40:10,478 | INFO | OPEN cmt_solusdt TF=5m size=7.8 order_id=710676200132968988 candle_idx=69
2026-01-26 14:40:17,499 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-26 14:41:17,646 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-26 14:42:17,849 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-26 14:43:17,993 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-26 14:44:18,174 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-26 14:45:18,347 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.02% | held_candles=2
2026-01-26 14:46:18,460 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.02% | held_candles=2
2026-01-26 14:47:18,579 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.02% | held_candles=2
2026-01-26 14:48:18,685 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.02% | held_candles=2
2026-01-26 14:49:18,853 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.02% | held_candles=2
2026-01-26 14:50:18,972 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.05% | held_candles=3
2026-01-26 14:51:19,138 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.05% | held_candles=3
2026-01-26 14:52:19,282 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.05% | held_candles=3
2026-01-26 14:53:19,431 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.05% | held_candles=3
2026-01-26 14:54:19,560 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.05% | held_candles=3
2026-01-26 14:55:19,688 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.28% | held_candles=4
2026-01-26 14:56:19,803 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.28% | held_candles=4
2026-01-26 14:57:19,955 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.28% | held_candles=4
2026-01-26 14:58:20,111 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.28% | held_candles=4
2026-01-26 14:59:20,263 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.28% | held_candles=4
2026-01-26 15:00:20,377 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.13% | held_candles=5
2026-01-26 15:01:20,517 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.13% | held_candles=5
2026-01-26 15:02:20,592 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.13% | held_candles=5
2026-01-26 15:03:20,739 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.13% | held_candles=5
2026-01-26 15:04:20,862 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.13% | held_candles=5
2026-01-26 15:05:21,054 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.01% | held_candles=6
2026-01-26 15:06:21,186 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.01% | held_candles=6
2026-01-26 15:07:21,284 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.01% | held_candles=6
2026-01-26 15:08:21,382 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.01% | held_candles=6
2026-01-26 15:09:21,528 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.01% | held_candles=6
2026-01-26 15:10:21,569 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.04% | held_candles=7
2026-01-26 15:11:21,721 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.04% | held_candles=7
2026-01-26 15:12:21,848 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.04% | held_candles=7
2026-01-26 15:13:22,004 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.04% | held_candles=7
2026-01-26 15:14:22,141 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.04% | held_candles=7
2026-01-26 15:15:22,249 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.05% | held_candles=8
2026-01-26 15:16:22,419 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.05% | held_candles=8
2026-01-26 15:17:22,554 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.05% | held_candles=8
2026-01-26 15:18:22,664 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.05% | held_candles=8
2026-01-26 15:19:22,800 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.05% | held_candles=8
2026-01-26 15:20:22,908 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.87% | held_candles=9
2026-01-26 15:21:23,064 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.87% | held_candles=9
2026-01-26 15:22:23,204 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.87% | held_candles=9
2026-01-26 15:23:23,365 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.87% | held_candles=9
2026-01-26 15:24:23,501 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.87% | held_candles=9
2026-01-26 15:25:23,664 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.68% | held_candles=10
2026-01-26 15:26:01,975 | INFO | CLOSE LONG RESPONSE -> {'client_oid': '1769441161372', 'order_id': '710687743113429532'}
