2026-01-25 07:45:08,923 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769327108320', 'order_id': '710209369878299164'}
2026-01-25 07:45:09,482 | INFO | OPEN cmt_dogeusdt TF=5m size=7700.0 order_id=710209369878299164 candle_idx=24
2026-01-25 07:45:40,701 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=1
2026-01-25 08:04:43,568 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.01% | held_candles=4
2026-01-25 08:05:43,731 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=5
2026-01-25 08:06:43,911 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=5
2026-01-25 08:07:44,088 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=5
2026-01-25 08:08:44,237 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=5
2026-01-25 08:09:44,372 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=5
2026-01-25 08:10:44,456 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=6
2026-01-25 08:11:44,557 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=6
2026-01-25 08:12:44,691 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=6
2026-01-25 08:13:44,836 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=6
2026-01-25 08:14:44,950 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=6
2026-01-25 08:15:45,032 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.02% | held_candles=7
2026-01-25 08:16:45,164 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.02% | held_candles=7
2026-01-25 08:17:45,259 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.02% | held_candles=7
2026-01-25 08:18:45,429 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.02% | held_candles=7
2026-01-25 08:19:45,519 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.02% | held_candles=7
2026-01-25 08:20:45,609 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.07% | held_candles=8
2026-01-25 08:21:45,733 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.07% | held_candles=8
2026-01-25 08:22:45,813 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.07% | held_candles=8
2026-01-25 08:23:45,953 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.07% | held_candles=8
2026-01-25 08:24:46,093 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.07% | held_candles=8
2026-01-25 08:25:46,211 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.05% | held_candles=9
2026-01-25 08:26:46,329 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.05% | held_candles=9
2026-01-25 08:27:46,447 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.05% | held_candles=9
2026-01-25 08:28:46,582 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.05% | held_candles=9
2026-01-25 08:29:46,685 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.05% | held_candles=9
2026-01-25 08:30:46,725 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.03% | held_candles=10
2026-01-25 08:31:46,828 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.03% | held_candles=10
2026-01-25 08:32:46,920 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.03% | held_candles=10
2026-01-25 08:33:47,094 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.03% | held_candles=10
2026-01-25 08:34:47,219 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.03% | held_candles=10
2026-01-25 08:35:47,315 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=11
2026-01-25 08:36:47,416 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=11
2026-01-25 08:37:47,526 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=11
2026-01-25 08:38:47,646 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=11
2026-01-25 08:39:47,724 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=11
2026-01-25 08:40:47,811 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.27% | held_candles=12
2026-01-25 08:41:47,909 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.27% | held_candles=12
2026-01-25 08:42:47,961 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.27% | held_candles=12
2026-01-25 08:43:48,036 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.27% | held_candles=12
2026-01-25 08:44:48,062 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.27% | held_candles=12
2026-01-25 08:45:48,179 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.28% | held_candles=13
2026-01-25 08:46:48,306 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.28% | held_candles=13
2026-01-25 08:47:48,463 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.28% | held_candles=13
2026-01-25 08:48:48,563 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.28% | held_candles=13
2026-01-25 08:49:48,642 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.28% | held_candles=13
2026-01-25 08:50:02,449 | INFO | CLOSE LONG RESPONSE -> {'client_oid': '1769331001833', 'order_id': '710225700623221276'}
