2026-01-27 23:10:05,559 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769555403418', 'order_id': '711166915493495324'}
2026-01-27 23:10:23,639 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=1
2026-01-27 23:11:23,787 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=1
2026-01-27 23:12:23,874 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=1
2026-01-27 23:13:24,009 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.03% | held_candles=1
2026-01-27 23:14:24,129 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=1
2026-01-27 23:15:24,270 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=2
2026-01-27 23:16:24,392 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.03% | held_candles=2
2026-01-27 23:17:24,529 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.05% | held_candles=2
2026-01-27 23:18:24,657 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.02% | held_candles=2
2026-01-27 23:19:24,822 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=2
2026-01-27 23:20:24,977 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.02% | held_candles=3
2026-01-27 23:21:25,093 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.12% | held_candles=3
2026-01-27 23:22:25,222 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=3
2026-01-27 23:23:25,360 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.09% | held_candles=3
2026-01-27 23:24:25,505 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.12% | held_candles=3
2026-01-27 23:25:25,683 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.17% | held_candles=4
2026-01-27 23:26:25,798 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.09% | held_candles=4
2026-01-27 23:27:25,960 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.05% | held_candles=4
2026-01-27 23:28:26,104 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.04% | held_candles=4
2026-01-27 23:29:26,239 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.1% | held_candles=4
2026-01-27 23:30:26,314 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.08% | held_candles=5
2026-01-27 23:31:26,444 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=5
2026-01-27 23:32:26,583 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=5
2026-01-27 23:33:26,692 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.04% | held_candles=5
2026-01-27 23:34:26,843 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.1% | held_candles=5
2026-01-27 23:35:26,984 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.14% | held_candles=6
2026-01-27 23:36:27,147 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.1% | held_candles=6
2026-01-27 23:37:27,300 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.01% | held_candles=6
2026-01-27 23:38:27,449 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.04% | held_candles=6
2026-01-27 23:39:27,562 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.15% | held_candles=6
2026-01-27 23:40:27,696 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.24% | held_candles=7
2026-01-27 23:41:27,848 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.28% | held_candles=7
2026-01-27 23:42:28,036 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.21% | held_candles=7
2026-01-27 23:43:28,200 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.17% | held_candles=7
2026-01-27 23:44:28,370 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.18% | held_candles=7
2026-01-27 23:45:28,493 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.18% | held_candles=8
2026-01-27 23:46:28,642 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.22% | held_candles=8
2026-01-27 23:47:01,881 | INFO | CLOSE LONG RESPONSE -> {'client_oid': '1769557621288', 'order_id': '711176211358810652'}
