2026-01-26 21:20:05,013 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769462404459', 'order_id': '710776842805576220'}
2026-01-26 21:20:05,599 | INFO | OPEN cmt_solusdt TF=5m size=7.7 order_id=710776842805576220 candle_idx=43
2026-01-26 21:20:16,778 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-26 21:21:16,930 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-26 21:22:16,997 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-26 21:23:17,155 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-26 21:24:17,278 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=1
2026-01-26 21:25:17,349 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.04% | held_candles=2
2026-01-26 21:26:17,488 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.04% | held_candles=2
2026-01-26 21:27:17,658 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.04% | held_candles=2
2026-01-26 21:28:17,770 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.04% | held_candles=2
2026-01-26 21:29:17,904 | INFO | [FLOAT-5m] cmt_solusdt | pnl=-0.04% | held_candles=2
2026-01-26 21:30:17,991 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.17% | held_candles=3
2026-01-26 21:31:18,106 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.17% | held_candles=3
2026-01-26 21:32:18,217 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.17% | held_candles=3
2026-01-26 21:33:18,282 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.17% | held_candles=3
2026-01-26 21:34:18,403 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.17% | held_candles=3
2026-01-26 21:35:18,545 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.11% | held_candles=4
2026-01-26 21:36:18,661 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.11% | held_candles=4
2026-01-26 21:37:18,817 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.11% | held_candles=4
2026-01-26 21:38:18,925 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.11% | held_candles=4
2026-01-26 21:39:19,117 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.11% | held_candles=4
2026-01-26 21:40:19,202 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.12% | held_candles=5
2026-01-26 21:41:19,329 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.12% | held_candles=5
2026-01-26 21:42:19,489 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.12% | held_candles=5
2026-01-26 21:43:19,653 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.12% | held_candles=5
2026-01-26 21:44:19,826 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.12% | held_candles=5
2026-01-26 21:45:19,958 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.52% | held_candles=6
2026-01-26 21:46:20,099 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.52% | held_candles=6
2026-01-26 21:47:20,254 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.52% | held_candles=6
2026-01-26 21:48:20,378 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.52% | held_candles=6
2026-01-26 21:49:20,517 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.52% | held_candles=6
2026-01-26 21:50:01,834 | INFO | CLOSE LONG RESPONSE -> {'client_oid': '1769464201286', 'order_id': '710784379302969884'}
