2026-01-30 01:47:02,895 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769737622327', 'order_id': '711931190348612124'}
2026-01-30 01:47:08,716 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.0% | held_candles=0
2026-01-30 01:48:08,815 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.34% | held_candles=0
2026-01-30 01:49:08,928 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.23% | held_candles=0
2026-01-30 01:50:09,036 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.48% | held_candles=1
2026-01-30 01:51:09,190 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.55% | held_candles=1
2026-01-30 01:52:09,301 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.78% | held_candles=1
2026-01-30 01:53:09,475 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.71% | held_candles=1
2026-01-30 01:54:09,600 | INFO | [FLOAT-5m] cmt_solusdt | pnl=0.94% | held_candles=1
2026-01-30 01:55:09,682 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.01% | held_candles=2
2026-01-30 01:56:09,790 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.08% | held_candles=2
2026-01-30 01:57:09,937 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.29% | held_candles=2
2026-01-30 01:58:10,074 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.18% | held_candles=2
2026-01-30 01:59:10,164 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.43% | held_candles=2
2026-01-30 02:00:10,295 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.36% | held_candles=3
2026-01-30 02:01:10,399 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.39% | held_candles=3
2026-01-30 02:02:10,509 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.3% | held_candles=3
2026-01-30 02:03:10,640 | INFO | [FLOAT-5m] cmt_solusdt | pnl=1.27% | held_candles=3
2026-01-30 02:04:06,251 | INFO | CLOSE LONG RESPONSE -> {'client_oid': '1769738640538', 'order_id': '711935482635747868'}
