2026-01-30 22:15:02,638 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769811302092', 'order_id': '712240225581007388'}
2026-01-30 22:15:58,323 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=0
2026-01-30 22:16:58,515 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.12% | held_candles=0
2026-01-30 22:17:58,728 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.22% | held_candles=0
2026-01-30 22:18:58,929 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.23% | held_candles=0
2026-01-30 22:19:59,055 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.1% | held_candles=0
2026-01-30 22:20:59,133 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.18% | held_candles=1
2026-01-30 22:21:59,255 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.15% | held_candles=1
2026-01-30 22:22:59,346 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.17% | held_candles=1
2026-01-30 22:23:59,512 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.05% | held_candles=1
2026-01-30 22:24:59,594 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=1
2026-01-30 22:25:59,692 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.16% | held_candles=2
2026-01-30 22:26:59,889 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.16% | held_candles=2
2026-01-30 22:28:00,053 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.2% | held_candles=2
2026-01-30 22:29:00,236 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.21% | held_candles=2
2026-01-30 22:30:00,386 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.25% | held_candles=2
2026-01-30 22:31:00,521 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.25% | held_candles=3
2026-01-30 22:32:00,655 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.06% | held_candles=3
2026-01-30 22:33:00,816 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.06% | held_candles=3
2026-01-30 22:34:00,965 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.1% | held_candles=3
2026-01-30 22:35:01,116 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.1% | held_candles=4
