2026-01-26 21:05:10,483 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769461509916', 'order_id': '710773090920956444'}
2026-01-26 21:05:11,060 | INFO | OPEN cmt_dogeusdt TF=5m size=7800.0 order_id=710773090920956444 candle_idx=41
2026-01-26 21:05:14,461 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=0
2026-01-26 21:06:14,607 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=0
2026-01-26 21:07:14,742 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=0
2026-01-26 21:08:14,882 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=0
2026-01-26 21:09:14,996 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=0
2026-01-26 21:10:15,157 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.08% | held_candles=1
2026-01-26 21:11:15,295 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.08% | held_candles=1
2026-01-26 21:12:15,431 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.08% | held_candles=1
2026-01-26 21:13:15,526 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.08% | held_candles=1
2026-01-26 21:14:15,623 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.08% | held_candles=1
2026-01-26 21:15:02,169 | INFO | CLOSE LONG RESPONSE -> {'client_oid': '1769462101488', 'order_id': '710775572623524380'}
