2026-01-25 06:45:19,157 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769323518612', 'order_id': '710194313413263900'}
2026-01-25 06:45:19,739 | INFO | OPEN cmt_dogeusdt TF=5m size=7700.0 order_id=710194313413263900 candle_idx=12
2026-01-25 06:45:35,581 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=1
2026-01-25 06:46:35,777 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=1
2026-01-25 06:47:35,939 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=1
2026-01-25 06:48:36,083 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=1
2026-01-25 06:49:36,237 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=1
2026-01-25 06:50:36,378 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.05% | held_candles=2
2026-01-25 06:51:36,533 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.05% | held_candles=2
2026-01-25 06:52:36,693 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.05% | held_candles=2
2026-01-25 06:53:36,825 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.05% | held_candles=2
2026-01-25 06:54:36,938 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.05% | held_candles=2
2026-01-25 06:55:37,084 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.11% | held_candles=3
2026-01-25 06:56:37,242 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.11% | held_candles=3
2026-01-25 06:57:37,397 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.11% | held_candles=3
2026-01-25 06:58:37,571 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.11% | held_candles=3
2026-01-25 06:59:37,729 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.11% | held_candles=3
2026-01-25 07:00:37,852 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=4
2026-01-25 07:01:37,955 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=4
2026-01-25 07:02:38,027 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=4
2026-01-25 07:03:38,173 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=4
2026-01-25 07:04:38,350 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.09% | held_candles=4
2026-01-25 07:05:38,480 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.21% | held_candles=5
2026-01-25 07:06:38,618 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.21% | held_candles=5
2026-01-25 07:07:38,755 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.21% | held_candles=5
2026-01-25 07:08:38,921 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.21% | held_candles=5
2026-01-25 07:09:39,049 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.21% | held_candles=5
2026-01-25 07:10:39,187 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.24% | held_candles=6
2026-01-25 07:11:39,343 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.24% | held_candles=6
2026-01-25 07:12:39,439 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.24% | held_candles=6
2026-01-25 07:13:39,595 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.24% | held_candles=6
2026-01-25 07:14:39,745 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.24% | held_candles=6
2026-01-25 07:15:07,878 | INFO | CLOSE LONG RESPONSE -> {'client_oid': '1769325307305', 'order_id': '710201815823548956'}
