2026-01-28 06:15:03,893 | INFO | PLACE LONG RESPONSE -> {'client_oid': '1769580903306', 'order_id': '711273863257784860'}
2026-01-28 06:15:09,782 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=0
2026-01-28 06:16:09,967 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.06% | held_candles=0
2026-01-28 06:17:10,119 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.0% | held_candles=0
2026-01-28 06:18:10,200 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.06% | held_candles=0
2026-01-28 06:19:10,323 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.17% | held_candles=0
2026-01-28 06:20:10,401 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.07% | held_candles=1
2026-01-28 06:21:10,580 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.16% | held_candles=1
2026-01-28 06:22:10,769 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.11% | held_candles=1
2026-01-28 06:23:10,871 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.12% | held_candles=1
2026-01-28 06:24:10,997 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.15% | held_candles=1
2026-01-28 06:25:11,178 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.14% | held_candles=2
2026-01-28 06:26:11,319 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.14% | held_candles=2
2026-01-28 06:27:11,448 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.06% | held_candles=2
2026-01-28 06:28:11,577 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.11% | held_candles=2
2026-01-28 06:29:11,709 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.17% | held_candles=2
2026-01-28 06:30:11,821 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.15% | held_candles=3
2026-01-28 06:31:11,884 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.01% | held_candles=3
2026-01-28 06:32:12,002 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.04% | held_candles=3
2026-01-28 06:33:12,154 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.02% | held_candles=3
2026-01-28 06:34:12,285 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.02% | held_candles=3
2026-01-28 06:35:12,415 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.01% | held_candles=4
2026-01-28 06:36:12,507 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.11% | held_candles=4
2026-01-28 06:37:12,595 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.06% | held_candles=4
2026-01-28 06:38:12,675 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.21% | held_candles=4
2026-01-28 06:39:12,822 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.19% | held_candles=4
2026-01-28 06:40:12,890 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.24% | held_candles=5
2026-01-28 06:41:13,012 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.26% | held_candles=5
2026-01-28 06:42:13,128 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.26% | held_candles=5
2026-01-28 06:43:13,241 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.21% | held_candles=5
2026-01-28 06:44:13,431 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.2% | held_candles=5
2026-01-28 06:45:13,555 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.16% | held_candles=6
2026-01-28 06:46:13,678 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.21% | held_candles=6
2026-01-28 06:47:13,823 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.18% | held_candles=6
2026-01-28 06:48:13,968 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.15% | held_candles=6
2026-01-28 06:49:14,120 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.1% | held_candles=6
2026-01-28 06:50:14,306 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=-0.07% | held_candles=7
2026-01-28 06:51:14,433 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.11% | held_candles=7
2026-01-28 06:52:14,616 | INFO | [FLOAT-5m] cmt_dogeusdt | pnl=0.23% | held_candles=7
2026-01-28 06:53:02,146 | INFO | CLOSE LONG RESPONSE -> {'client_oid': '1769583181541', 'order_id': '711283418830209564'}
