time,symbol,tf,side,size,entry,exit,pnl_pct,open_order_id,close_order_id,reason,strat_id
2026-01-22 07:20:09.102704,cmt_dogeusdt,5m,LONG,7700.0,0.12616,,,709115913172943388,,OPEN,1
2026-01-22 07:28:02.862327,cmt_dogeusdt,5m,LONG,7700.0,0.12616,0.12605,-0.0872,709115913172943388,709117902736851484,TIME_SCORE,
2026-01-22 07:40:18.802365,cmt_dogeusdt,5m,LONG,7700.0,0.12629,,,709120966575260188,,OPEN,1
2026-01-22 07:42:12.678767,cmt_dogeusdt,5m,LONG,7700.0,0.12629,0.12629,0.0,709120966575260188,709121467329020444,TIME_SCORE,
2026-01-22 07:45:03.435153,cmt_dogeusdt,5m,LONG,7700.0,0.12638,,,709122181115675164,,OPEN,1
2026-01-22 08:01:02.768982,cmt_dogeusdt,5m,LONG,7700.0,0.12638,0.12604,-0.269,709122181115675164,709126207089672732,TIME_SCORE,
2026-01-22 08:10:03.763793,cmt_dogeusdt,5m,LONG,7700.0,0.12639,,,709128474123567644,,OPEN,1
2026-01-22 08:18:01.459137,cmt_dogeusdt,5m,LONG,7700.0,0.12639,0.12608,-0.2453,709128474123567644,709130479952986652,TIME_SCORE,
2026-01-22 08:25:19.508239,cmt_dogeusdt,5m,LONG,7700.0,0.12599,,,709132292647289372,,OPEN,1
2026-01-22 08:28:07.171162,cmt_dogeusdt,5m,LONG,7700.0,0.12599,0.12599,0.0,709132292647289372,709133020258370076,TIME_SCORE,
2026-01-22 08:30:08.607107,cmt_solusdt,5m,LONG,7.5,129.49,,,709133528217944604,,OPEN,0
2026-01-22 08:33:12.208704,cmt_solusdt,5m,LONG,7.5,129.49,129.49,0.0,709133528217944604,709134299734999580,TIME_SCORE,
2026-01-22 08:35:18.889670,cmt_dogeusdt,5m,LONG,7700.0,0.12589,,,709134828519293468,,OPEN,1
2026-01-22 08:35:26.721983,cmt_dogeusdt,5m,LONG,7700.0,0.12589,0.12589,0.0,709134828519293468,709134863910830620,TIME_SCORE,
2026-01-22 18:20:13.919553,cmt_solusdt,5m,LONG,7.5,128.52,,,709282006256583196,,OPEN,1
2026-01-22 18:25:02.020332,cmt_solusdt,5m,LONG,7.5,128.52,128.33,-0.1478,709282006256583196,709283238610207260,TIME_SCORE,
2026-01-22 18:30:04.326505,cmt_solusdt,5m,LONG,7.5,128.29,,,709284504488903196,,OPEN,1
2026-01-22 18:51:02.096423,cmt_solusdt,5m,LONG,7.5,128.29,128.21,-0.0624,709284504488903196,709289782261318172,TIME_SCORE,
2026-01-22 18:55:08.981145,cmt_solusdt,5m,LONG,7.5,127.82,,,709290816119505436,,OPEN,1
2026-01-22 19:02:02.468876,cmt_solusdt,5m,LONG,7.5,127.82,127.66,-0.1252,709290816119505436,709292551869301276,TIME_SCORE,
2026-01-22 19:05:14.456511,cmt_solusdt,5m,LONG,7.5,127.73,,,709293355598610972,,OPEN,1
2026-01-22 19:08:06.975275,cmt_solusdt,5m,LONG,7.5,127.73,127.73,0.0,709293355598610972,709294080739246620,TIME_SCORE,
